Name,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Mount Melleray Abbey,3535854404,-7.8572437,52.1872554,Waterford,Cappoquin,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Cafe,Food and Drink,Food Shops,Shopping"
Kerry Geopark,+353(0)877934663,-9.897747,51.837759,Kerry,Sneem,Republic of Ireland,"Walking,Natural Landscape,Activity Operator"
Dollys Cottage,353719168079,-8.5841759,54.270777,Sligo,Strandhill,Ireland,"Castle,Historic Houses and Castle"
Anne Osborne Watercolours,353862436740,-8.5999892,54.2707875,Sligo,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Gortavoher,+353(0)61337322,-8.1591147412626,52.4741884483681,Tipperary,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape"
The Copper Coast UNESCO Global Geopark,35351292828,-7.36506669999999,52.1422822,Waterford,Knockmahon,Ireland,"Museums and Attraction,Natural Landscape,Tour"
Famine Warhouse 1848,353879089972,-7.52220989999999,52.6193986,Tipperary,Ballingarry,Ireland,"Historic Houses and Castle,Museums and Attraction"
Garden of Europe,3536821004,-9.47532189999999,52.4443441,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Gardens,Garden,Public Park,Public Sculpture"
Lislaughtin Franciscan Friary,353667121288,-9.47861,52.547334,Kerry,Ballylongford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kerry County Museum,353667127777,-9.70615649999999,52.2667701999999,Kerry,Tralee,Ireland,"Learning,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Food Shops,Shopping,Tour"
The Lartigue Monorailway,3536824393,-9.490492,52.44965,Kerry,Listowel,Republic of Ireland,"Transport,Activity Operator,Museums and Attraction,Tour,Coach,Road"
Garter Lane Arts Theatre,+353(0)51855038,-7.114905,52.261684,Waterford,Waterford City,Republic of Ireland,"Learning,Art Gallery,Activity Operator"
Kissane Sheep Farm,353646634791,-9.6325947,51.9486423,Kerry,,Ireland,"Agriculture,Nature and Wildlife,Visitor Farm,Tour"
The North Mayo Sculpture Trail,+353(0)9845107,-9.16317710100111,54.1290890768703,Mayo,Ballina,Republic of Ireland,Public Sculpture
Limerick City Gallery of Art,35361310633,-8.6284133,52.6589112,Limerick,,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink"
Roscrea Castle and Damer House,35350521850,-7.79815239999999,52.9551159,Tipperary,Roscrea,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Gardens,Garden,Museums and Attraction,Tour"
Dunguaire Castle,35361711222,-8.9261281,53.1422901,Galway,,Ireland,"Food and Drink,Restaurant,Historic Houses and Castle,Castle,Activity Operator,Food Shops,Shopping,Tour"
Clonfert Cathedral,,-8.05836789999999,53.2406886999999,Galway,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Na Seacht Teampaill,3539961263,-9.7774213,53.1457446999999,Galway,Aran Islands,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Rosserk Abbey,3539670848,-9.1431724,54.1716928,Mayo,Lecarrow,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Stephen Diggins Studio Gallery,353862144965,-7.419204,55.1287959999999,Donegal,Buncrana,Ireland,"Craft,Shopping,Art Gallery"
Gairdin an Ghorta,353868394349,-7.2605498,52.4744375,Kilkenny,Dunnamaggan,Ireland,"Gardens,Garden"
Glengarriff Woods Nature Reserve,3532763636,-9.5662178,51.7546958,Cork,Glengarriff,Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Natural Landscape,Public Park"
Shrule Pet Farm,353877703803,-6.245731,52.555725,Wexford,Shrule,Republic of Ireland,Visitor Farm
The Trinity Tree Dingle,,-10.271003,52.141565,Kerry,Dingle,Republic of Ireland,Public Sculpture
The Wexford Slobs and Wildfowl Reserve,353761002660,-6.4200302,52.3570279,Wexford,,Ireland,"Bird Watching,Nature and Wildlife,Learning,Photography,Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Natural Landscape"
Shelmalier Forth Mountain,+353(0)539239400,-6.57304928597114,52.3166331143593,Wexford,Barntown,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Lar Na Pairce Museum - The Story of Gaelic Games,35350422702,-7.8130745,52.6782242,Tipperary,Thurles,Ireland,"Gaa,Museums and Attraction,Venue,Sports Venues"
The Irish Pewtermill Centre,+353(0)879090044,-6.80946763229371,52.9848887447945,Kildare,Moone,Republic of Ireland,Museums and Attraction
The Abbey Of Mount Saint Joseph,35350525600,-7.855698,52.963705,Tipperary,Roscrea,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Angela Woulfe Gallery,35361310164,-8.6288578,52.6591346,Limerick,,Ireland,"Craft,Shopping,Art Gallery"
Bridge Street Studios,353429351712,-6.40287899999999,54.0094618,Louth,Dundalk,Ireland,"Craft,Shopping,Art Gallery"
Greenlane Gallery,353868211225,-10.270908,52.139579,Kerry,Dingle,Ireland,"Craft,Shopping,Learning,Art Gallery,Food Shops"
Pebbles,3532828165,-9.545538,51.5267892,Cork,Schull,Ireland,"Craft,Shopping,Art Gallery"
Kilcock Art Gallery,353862578283,-6.6682154,53.3998824,Kildare,Kilcock,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Activity Operator,Tour"
The Warren Gallery,3532836146,-9.17489609999999,51.528295,Cork,,Ireland,"Craft,Shopping,Art Gallery"
Ballymore Historic Features,353868246921,-6.374547,52.598346,Wexford,Ballymore,Republic of Ireland,"Museums and Attraction,Tour"
Father Murphy Centre,353539366898,-6.41078079999999,52.5485902,Wexford,Boolavogue,Ireland,Museums and Attraction
Fethard Folk Farm and Transport Museum,353526131516,-7.70419179999999,52.4686618,Tipperary,Fethard,Ireland,"Agriculture,Nature and Wildlife,Cycling,Museums and Attraction,Tour"
Rathbaun Farm,35391635385,-8.770357,53.158844,Galway,Ardrahan,Republic of Ireland,"Agriculture,Nature and Wildlife,Food and Drink,Restaurant,Learning,Museums and Attraction,Visitor Farm,Activity Operator"
Baltinglass Abbey,,-6.7102325,52.9439747,Wicklow,Baltinglass,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Christ Church Castlebar,,-9.299977,53.854419,Mayo,Castlebar,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cape Clear Heritage Centre,3532839119,-9.4951214903421,51.4330082748222,Cork,Cape Clear Island,Republic of Ireland,Museums and Attraction
Sligo County Library,353719111850,-8.47265099999999,54.2727356,Sligo,,Ireland,"Learning,Tracing Your Ancestors,Literary Ireland,Activity Operator"
South Tipperary Genealogy Centre,3636261122,-7.8884088,52.5212005,Tipperary,Cashel,Ireland,"Tracing Your Ancestors,Museums and Attraction"
Diseart,353669152476,-10.270519,52.1418478999999,Kerry,Dingle,Ireland,"Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden"
Ballymaloe Cookery School Garden,353214646785,-8.0334108,51.8603916,Cork,Shanagarry,Ireland,"Gardening,Nature and Wildlife,Learning,Gardens,Garden,Cafe,Food and Drink,Activity Operator,Tour"
Ballyhugh Art and Culture Centre Painting,353499526044,-7.5839647358398,54.1160737914336,Cavan,Ballyconnell,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
The Sensory Gardens,+353(0)578731325,-7.34658027116393,52.9153096115356,Laois,Abbeyleix,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Derreen Gardens,353646683588,-9.7770789,51.7662402,Kerry,,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Gardens,Garden,Cafe,Food and Drink"
Knockreer House And Gardens,353646635960,-9.5242233,52.0592664,Kerry,Killarney,Ireland,"Bird Watching,Nature and Wildlife,Gardening,Learning,Photography,Walking,Gardens,Garden,National Park,National and Forest Park,Natural Landscape,Public Park"
Spire of Lloyd and Peoples Park,353469247508,-6.9054825,53.7329808,Meath,,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Natural Landscape,Public Park,Nature and Wildlife"
Lodge Park Walled Garden,35316288412,-6.59914579999999,53.311618,Kildare,Straffan,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Millennium Garden of Time,3532420769,-7.85444023352388,51.9512426589972,Cork,Youghal,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Bog of Allen Nature Centre,35345860133,-6.942346,53.2785869999999,Kildare,Rathangan,Ireland,"Walking,Museums and Attraction,Natural Landscape,Cafe,Food and Drink,Tour"
Shankill Castle and Gardens,353863971748,-7.022838,52.6851239999999,Kilkenny,Shankill,Ireland,"Walking,Gardens,Garden,Historic Houses and Castle,Cafe,Food and Drink"
Shekina Sculpture Garden,353868569106,-6.31650369999999,52.9414076,Wicklow,,Ireland,"Gardens,Garden"
The Dower House Gardens,35340440168,-6.0854301,53.0048178,Wicklow,,Ireland,"Gardens,Garden"
The Manor Gardens,,-9.05784735401345,51.6877869452079,Cork,Dunmanway,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Tourin House & Gardens,3535854405,-7.8641684,52.1202193,Waterford,Cappoquin,Ireland,"Historic Houses and Castle,Gardens,Garden"
Turlough Park,353949031755,-9.2078346,53.8839175,Mayo,Castlebar,Ireland,"Learning,Walking,Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Activity Operator"
Kerry Library,353667121200,-9.6980208,52.2669381,Kerry,Tralee,Ireland,"Craft,Shopping,Learning,Tracing Your Ancestors,Literary Ireland"
Limerick City Library,35361314668,-8.62280129999999,52.6659332,Limerick,,Ireland,"Craft,Shopping,Learning,Tracing Your Ancestors,Museums and Attraction,Literary Ireland"
Borris House,353599771884,-6.9289923,52.5988892,Carlow,Borris,Ireland,"Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
Clonmore Castle,,-6.5751246,52.8282855999999,Carlow,Hacketstown,Ireland,"Castle,Historic Houses and Castle,Ruins"
Killeshin Romanesque Doorway,353599147838,-6.99780767060849,52.8479394850703,Carlow,Killeshin,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballynacarriga Castle,353238833226,-9.03164799999999,51.705571,Cork,Bandon,Ireland,"Castle,Historic Houses and Castle"
MTU Blackrock Castle Observatory,353214326120,-8.40244259999999,51.9002759,Cork,Blackrock,Ireland,"Learning,Historic Houses and Castle,Castle,Cafe,Food and Drink,Activity Operator,Food Shops,Shopping,Tour"
Carrigaphooca Castle,3532620544,-9.028399,51.908549,Cork,Macroom,Republic of Ireland,"Castle,Historic Houses and Castle"
City Hall Cork,353214966222,-8.464807,51.8965976,Cork,Cork City,Ireland,"Historic Houses and Castle,Venue,Comedy,Music"
Conna Castle,353862149601,-8.1016545,52.0945204999999,Cork,Conna,Ireland,"Castle,Historic Houses and Castle"
Coppingers Court,3532821489,-9.06686019999999,51.5716478999999,Cork,,Ireland,"Castle,Historic Houses and Castle"
Dun Na Sead Castle,3532820735,-9.3731024,51.4835712999999,Cork,Baltimore,Ireland,"Historic Houses and Castle,Castle"
Kanturk Castle,353214255100,-8.90272989999999,52.164382,Cork,Banteer,Ireland,"Castle,Historic Houses and Castle"
Kilbolane Castle,3536391300,-8.84686679999999,52.3377251999999,Cork,,Ireland,"Historic Houses and Castle,Castle"
Macroom Castle,3532620544,-8.961492,51.904995,Cork,Macroom,Republic of Ireland,"Castle,Historic Houses and Castle"
Mallow Castle,353858554555,-8.6390052,52.1338549,Cork,Mallow,Ireland,"Castle,Historic Houses and Castle"
ODonovans Castle,3532821489,-9.2827815,51.692145,Cork,,Ireland,"Castle,Historic Houses and Castle"
Carrickabraghey Castle,353749363451,-7.3727509,55.3163658,Donegal,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Eighty Two Merrion Square,+353(0)16761173,-6.251328,53.339313,Dublin,Dublin City Centre,Republic of Ireland,"Castle,Historic Houses and Castle"
Clifden Castle,3539521163,-10.05673,53.49178,Galway,,Ireland,"Castle,Historic Houses and Castle"
Lynchs Castle,,-9.0522862,53.2731658,Galway,,Ireland,"Castle,Historic Houses and Castle"
Ross Errilly Abbey,,-9.1315965,53.4797405,Galway,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Teach Synge - John Millington Synges Cottage &  Museum,3539973036,-9.5923818,53.0844699,Galway,,Ireland,Museums and Attraction
Ballycarbery Castle,353646631633,-10.2586267,51.9489036,Kerry,Cahersiveen,Ireland,"Castle,Historic Houses and Castle,Ruins"
Cablemasters Residence,353872225117,-10.289066,51.922393,Kerry,Knightstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Fahan Beehive Huts,353879254086,-10.421536,52.1016785,Kerry,Fahan,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Minard Castle,,-10.1104518,52.1260249,Kerry,Kilmurry,Ireland,"Castle,Historic Houses and Castle"
Muckross Friary,353646670144,-9.504292,52.018083,Kerry,Killarney,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,National Park,National and Forest Park,Ruins"
Parkavonear Castle,353646631633,-9.5550062,52.0759354,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Tarbert House,3536836198,-9.3689933,52.5796639,Kerry,Tarbert,Ireland,Historic Houses and Castle
Harristown House,35345483614,-6.6914209,53.1317192,Kildare,,Ireland,"Historic Houses and Castle,Tour"
Kilteel Castle,35345521240,-6.5274876,53.2326787,Kildare,,Ireland,"Castle,Historic Houses and Castle,Ruins"
Maynooth Ecclesiastical Museum,353879152003,-6.5981017,53.3786105999999,Kildare,Maynooth,Ireland,Museums and Attraction
Granagh Castle,,-7.16274,52.2825099999999,Kilkenny,,Ireland,"Castle,Historic Houses and Castle"
Edmund Rice Heritage Centre,353567725993,-7.398617,52.5525655999999,Kilkenny,,Ireland,"Historic Houses and Castle,Museums and Attraction"
Stradbally Hall and Demesne,353868240238,-7.15554599999999,53.0106018,Laois,Stradbally,Ireland,"Fishing,Angling,Photography,Learning,Activity Operator,Historic Houses and Castle,Venue,Music,Tour"
Bishops Palace Limerick Civic Trust,35361313399,-8.625267,52.670433,Limerick,Limerick City,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction"
Treaty Stone,,-8.628088,52.6696547,Limerick,,Ireland,"Photography,Learning,Public Sculpture"
Trinitarian Monastery,35361396172,-8.7890832,52.564815,Limerick,Adare,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Magdalene Tower,+353(0)419837070,-6.351512,53.718285,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Cong Abbey,,-9.28688629999999,53.5403009,Mayo,Cong,Ireland,"Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Old Coastguard Station,353949025500,-9.62084769999999,53.8213182999999,Mayo,,Ireland,Historic Houses and Castle
Partry House,353949543004,-9.2625359,53.6685245,Mayo,Partry,Ireland,"Historic Houses and Castle,Tour"
Rockfleet Castle,3539825711,-9.6270894,53.8960284,Mayo,,Ireland,"Castle,Historic Houses and Castle"
Athlumney Castle,353419880305,-6.675048,53.650359,Meath,Navan,Republic of Ireland,"Castle,Historic Houses and Castle"
Dardistown Castle,353419829239,-6.3136965,53.6645112,Meath,Julianstown,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
Dunmoe Castle,353874555364,-6.6373308,53.6739901,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Leap Castle,353579131115,-7.8084534,53.0279902,Offaly,Leap,Ireland,"Castle,Historic Houses and Castle"
Ballinafad Castle,,-8.33581799999999,54.0259909,Sligo,Ballinafad,Ireland,"Castle,Historic Houses and Castle"
Moygara Castle,353719160201,-8.47519039999999,53.9718301,Sligo,,Ireland,"Castle,Historic Houses and Castle"
Augustinian Abbey Lorrha,,-8.12199915933229,53.0894139159088,Tipperary,Lorrha,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballynahow Castle,,-7.8785802,52.6930716,Tipperary,,Ireland,"Castle,Historic Houses and Castle"
Killaghy Castle,,-7.51441629999999,52.5172294,Tipperary,Mullinahone,Ireland,"Castle,Historic Houses and Castle"
Redwood Castle,353949021375,-8.10585,53.138996,Tipperary,Lorrha,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
Ballysaggartmore Towers,,-7.9631741,52.1472156,Waterford,,Ireland,"Walking,Historic Houses and Castle,Castle,Ruins"
Cathedral of Christ the King,353449348338,-7.3458111,53.5270509,Westmeath,Mullingar,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ferns Cathedral,,-6.4926135,52.5899833,Wexford,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Browne Clayton Monument,353539196267,-6.8049493,52.3599232,Wexford,,Ireland,Public Sculpture
Altidore Castle,353877601369,-6.13811729999999,53.1106151,Wicklow,,Ireland,"Historic Houses and Castle,Castle,Museums and Attraction,Tour"
Black Castle Wicklow,,-6.03084499999999,52.9811225,Wicklow,,Ireland,"Castle,Historic Houses and Castle,Ruins"
The Barony Of Erris Birdwatching,+353(0)9782292,-9.99073301891792,54.2237204010126,Mayo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Natural Landscape"
Millstreet Museum,3532970844,-9.067209,52.059733,Cork,Millstreet,Republic of Ireland,"Learning,Museums and Attraction"
Cobh Museum,353214814240,-8.29943589999999,51.8493205,Cork,Kilgarvan,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction"
James Mitchell Museum,35391492126,-9.060126,53.278255,Galway,Galway City,Republic of Ireland,Museums and Attraction
Musaem Chorca Dhuibhne - Corca Dhuibhne Regional Museum,353669156333,-10.406184,52.166482,Kerry,Tralee,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Kerry Bog Village Museum,353669769184,-9.8819646,52.0739333,Kerry,,Ireland,"Restaurant,Museums and Attraction,Natural Landscape,Food and Drink,Pubs and Bar,Activity Operator,Food Shops,Shopping,Tour"
Tarbert Bridewell Courthouse & Jail Museum,3536836500,-9.3764602,52.573661,Kerry,Tarbert,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Irish Palatine Heritage Museum,3536963511,-8.94427069999999,52.525501,Limerick,Rathkeale,Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Limerick City Museum,35361557740,-8.6287673,52.6639172,Limerick,,Ireland,"Learning,Museums and Attraction,Tour"
Carlow Brewing Company,353599720509,-6.97618949999999,52.6965818,Carlow,,Ireland,"Food and Drink,Restaurant,Learning,Museums and Attraction,Food Trails and Tour,Tour"
Clare Abbey,353656828366,-8.9689595,52.8290237999999,Clare,Ennis,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Corcomroe Cistercian Abbey,353656828366,-9.0540065,53.1268421,Clare,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kinneigh Round Tower,3532646078,-8.9755223,51.764111,Cork,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
James Fort Kinsale,353214772234,-8.51208059999999,51.6986056,Cork,,Ireland,"Ruins,Historic Houses and Castle"
Waterloo Round Tower,,-8.573712,51.954691,Cork,Blarney,Republic of Ireland,Historic Houses and Castle
West Cork Heritage Centre,353238841677,-8.73663659999999,51.7467305999999,Cork,Bandon,Ireland,Museums and Attraction
St Patricks Cross Carndonagh,353749363451,-7.2720962,55.2499295999999,Donegal,Carndonagh,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Water Wheels,353719851580,-8.19993,54.508857,Donegal,Ballyshannon,Republic of Ireland,Museums and Attraction
Punchestown Standing Stone,35345521240,-6.6289596,53.1911515,Kildare,,Ireland,"Photography,Learning,Public Sculpture"
Leac an Scail  - Kilmogue dolmen - Harristown Dolmen,,-7.261723,52.402923,Kilkenny,Knocktopher,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Master McGrath Monument,3535841741,-7.621652,52.088003,Waterford,Dungarvan,Republic of Ireland,"Historic Houses and Castle,Public Sculpture"
The Battle of Aughrim Visitor Centre,353909673939,-8.318517,53.302695,Galway,Aughrim,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink"
Ballylarkin Abbey Freshford - Ballylarkin Church,,-7.427511,52.722887,,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilfane Church,353567724482,-7.118503,52.555069,Kilkenny,Thomastown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Tullaherin Round tower,353567724482,-7.1298504,52.5793562,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Adare Franciscan Friary,35361396204,-8.77973613258908,52.5518669162486,Limerick,Adare,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Saint Brigids Shrine and Well Faughart,353429352111,-6.3973283,54.0529048,Louth,,Ireland,"Photography,Learning,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Donaghmore Round Tower,,-6.66246509999999,53.670453,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Kells High Crosses,353469247508,-6.879369,53.727585,Meath,Kells,Republic of Ireland,"Photography,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Carrowtemple,353719161201,-8.51781723871875,53.9843310127798,Sligo,Gurteen,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Clogher Castle,353719161201,-8.51182,53.9373,Sligo,Monasteraden,Republic of Ireland,"Castle,Historic Houses and Castle"
Culleenamore Middens,,-8.6092376,54.260578,Sligo,Strandhill,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Drumcliffe Round Tower And High Cross,,-8.4959115,54.3262835,Sligo,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cashel Heritage Centre,3536261333,-7.8876149,52.5169758,Tipperary,Cashel,Ireland,Museums and Attraction
Dominican Abbey Lorrha,,-8.1257745,53.0908735,Tipperary,Lorrha,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ardmore Round Tower And Cathedral,,-7.72603895966335,51.9486884569805,Waterford,Ardmore,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Laserians Cathedral,353599721570,-7.02535889999999,52.7360297999999,Carlow,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Saint Marys Church Of Ireland,353599132565,-6.9331429,52.8369396999999,Carlow,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballybeg Augustinian Priory,,-8.6698297,52.2195337,Cork,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Church of the Resurrection Blarney,353214877260,-8.56858759999999,51.9336175,Cork,Blarney,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Timoleague Franciscan Friary,,-8.765224,51.644802,Cork,Timoleague,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Saint Colmans Cathedral,353214813222,-8.2936865,51.8514618,Cork,Kilgarvan,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Lukes Church,,-8.457078,51.904255,Cork,Cork City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
St Multose Church,353214772220,-8.52556799999999,51.70585,Cork,Kinsale,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Tullylease Church And Cross Slabs,,-8.9402469,52.316655,Cork,Tullylease,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilmacduagh Cathedral Churches And Round Tower,,-8.885541,53.055518,Galway,,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Annagh Church,353667122522,-9.742521,52.248165,Kerry,Blennerville,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dun An oir,,-10.4149455,52.1901965,Kerry,Smerwick,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilmalkedar Church,,-10.338878,52.185292,Kerry,Ballydavid,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Marys Church Leixlip,35316240976,-6.490518,53.363249,Kildare,Leixlip,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Augustinian Abbey Adare,35361396227,-8.784585,52.567928,Limerick,Adare,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Moyne Abbey,,-9.1770159,54.2022457,Mayo,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Killary Monastic Site,,-6.546373,53.707926,Meath,Slane,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Columbas Church,353469247508,-6.879699,53.72754,Meath,Kells,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Drum Monastic Settlement and St Brigids Holy Well,,-8.03008689999999,53.3980817999999,Roscommon,Drum,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
St Josephs Church Carrickmacross,353429663200,-6.715462,53.976936,Monaghan,Carrickmacross,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballindoon Abbey,353719161201,-8.3232664669314,54.0849213343069,Sligo,Ballymote,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Johns Cathedral Sligo,353719157993,-8.478143,54.270235,Sligo,Sligo Town,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Valentia Observatory,353669472176,-10.2400125,51.9383772,Kerry,Cahersiveen,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction"
Monasterboice High Cross and Round Tower,353419872843,-6.4177232,53.7777634,Louth,,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Tour"
Desmond Castle Adare,35361396666,-8.78202,52.5695039999999,Limerick,Adare,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Ruins,Tour"
Isaac Butt,,-6.253322,53.34998,Dublin,Dublin City,Republic of Ireland,Public Sculpture
West Gate Heritage Tower,353539146506,-6.466286,52.341426,Wexford,,Republic of Ireland,Museums and Attraction
Gardens at Castle Durrow,353578736555,-7.40102999999999,52.846301,Laois,Durrow,Ireland,"Gardening,Nature and Wildlife,Photography,Learning,Walking,Historic Houses and Castle,Gardens,Garden,Food and Drink,Restaurant"
Holy Trinity Church,353862750735,-7.6949615,52.4656284,Tipperary,Fethard,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
