Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
12 Glenmalure Pines,http://www.glenmalurepines.com,+44(0)1227371482,-6.297038,52.933304,Wicklow,Greenane,Republic of Ireland,Self Catering Accommodation
Wicklow Head Lighthouse - Irish Landmark Trust,http://www.irishlandmark.com/property/wicklow-head-lighthouse/,+353(0)16704733,-5.99807989182795,52.9653521993747,Wicklow,Wicklow Town,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Rock View,http://www.rockviewbb.com,+353(0)214773162,-8.522483,51.70744,Cork,Kinsale,Republic of Ireland,B&B
Anchorage,http://www.anchoragebb.com,+353(0)214773162,-8.52289,51.707711,Cork,Kinsale,Republic of Ireland,B&B
Lakeshore House,http://www.lakeshoreconnemara.com,+353(0)949548311,-9.393496,53.520169,Galway,Clonbur,Republic of Ireland,B&B
Lios-Inis,http://www.liosinisgalwaycity.com,+353(0)91767753,-9.05221,53.288862,Galway,Galway City,Republic of Ireland,B&B
Lurraga House,http://www.lurragahouseireland.com,+353(0)667130231,-9.927792,52.226533,Kerry,Camp,Republic of Ireland,B&B
Rockmount,http://www.rockmount-bnb.com,+353(0)667124507,-9.66597895498659,52.2625118143629,Kerry,Tralee,Republic of Ireland,B&B
Leim Siar,http://www.leimsiar.com,+353(0)9785004,-10.070087,54.098867,Mayo,Blacksod,Republic of Ireland,B&B
Abbey House B&B,http://www.abbeyhouse.ie,+353(0)539124408,-6.464699,52.340387,Wexford,,Republic of Ireland,B&B
Desmond House,http://www.desmondhousekinsale.com,+353(0)214773575,-8.52491400859833,51.7068920817834,Cork,Kinsale,Republic of Ireland,B&B
Church View B&B,http://www.thechurchview.com,+353(0)719182935,-8.51729752386472,53.9939509999999,Sligo,Ballymote,Republic of Ireland,B&B
The Blue Door,http://www.bluedoor.ie,+353(0)539121047,-6.464576,52.340911,Wexford,,Republic of Ireland,B&B
Monart Destination Spa,http://www.monart.ie,+353(0)539238999,-6.611292,52.508204,Wexford,Enniscorthy,Republic of Ireland,Hotel
The Arches Hotel,http://www.thearcheshotel.ie,+353(0)91739000,-8.943129,53.344755,Galway,Claregalway,Republic of Ireland,Hotel
Seabreak,,+44(0)1625829286,-9.93818524175798,52.0584846203303,Kerry,Glenbeigh,Republic of Ireland,Self Catering Accommodation
Otway Beach Cottages - Cottage,,+353(0)876172690,-7.531528,55.133908,Donegal,Rathmullan,Republic of Ireland,Self Catering Accommodation
White Strand B&B,https://www.facebook.com/WhitestrandBnB/,+353(0)749370335,-7.340922,55.353889,Donegal,Malin Head,Republic of Ireland,B&B
The Holiday Hotel,http://www.booking.com/hotel/ie/holiday.en-gb.html,+353(0)91522518,-9.075632,53.259955,Galway,Galway City,Republic of Ireland,Hotel
The Huntsman Inn,http://www.huntsmaninn.com,+353(0)91562849,-9.033889,53.281333,Galway,Galway City,Republic of Ireland,Hotel
Ballyliffin Lodge & Spa,http://www.ballyliffinlodge.com,+353(0)749378200,-7.395356,55.280175,Donegal,Ballyliffin,Republic of Ireland,Hotel
Ring of Kerry Cottages,http://www.tridentholidayhomes.ie/rentals/house-kenmare-ring-of-kerry-holiday-cottages-193189.html,+353(0)12018479,-9.751408,52.121312,Kerry,Templenoe,Republic of Ireland,Self Catering Accommodation
The Croke Park Hotel,http://www.doylecollection.com/crokepark,+353(0)18714444,-6.253864,53.360799,Dublin,Dublin City,Republic of Ireland,Hotel
The Glasshouse,http://www.theglasshouse.ie,+353(0)719194300,-8.474761,54.272476,Sligo,Sligo Town,Republic of Ireland,Hotel
Brú Hostel,http://www.bruhostel.com,+353(0)214559667,-8.466058,51.901447,Cork,Cork City,Republic of Ireland,Hostel
Pier Head Hotel Spa and Leisure Centre,http://www.pierheadhotel.ie,+353(0)719166171,-8.447591,54.466896,Sligo,Mullaghmore,Republic of Ireland,Hotel
The Fáilte Hotel,http://www.failtekillarney.com,+353(0)646633404,-9.506824,52.059407,Kerry,Killarney,Republic of Ireland,Hotel
Bunratty Manor Hotel,https://www.facebook.com/bunrattym,+353(0)61707984,-8.818053,52.698579,Clare,Bunratty,Republic of Ireland,Hotel
The Shamrock Inn Hotel,http://www.shamrockinn.ie,+353(0)657081700,-9.345894,52.93225,Clare,Lahinch,Republic of Ireland,Hotel
The Atlantic Hotel,http://www.atlantichotel.ie,+353(0)657081049,-9.345873,52.932362,Clare,Lahinch,Republic of Ireland,Hotel
Travelodge Dublin Airport Ballymun,http://www.travelodge.ie/hotels/378/Dublin-Airport-South-hotel/rooms-rates?from=list,+353(0)18422000,-6.263166,53.396531,Dublin,Dublin,Republic of Ireland,Hotel
Óstán Ceann Sibéal,http://www.ceannsibealhotel.com/,+353(0)669156433,-10.406964,52.165774,Kerry,Ballyferriter,Republic of Ireland,Hotel
Pondlodge Holiday Cottages,https://www.westlodgehotel.ie/accommodation/,+353(0)2750360,-9.474883,51.672468,Cork,Bantry,Republic of Ireland,Self Catering Accommodation
Fota Island Hotel and Spa,https://twitter.com/fotaisland,+353(0)214883700,-8.291303,51.90019,Cork,Carrigtwohill,Republic of Ireland,Hotel
Newbury Hotel,http://www.thenewburyhotel.com,353449342888,-7.346971,53.5242958,Westmeath,Mullingar,Ireland,Hotel
Cahermore Holiday Village,,+353(0)9621277,-9.091896,54.220057,Sligo,Enniscrone,Republic of Ireland,Self Catering Accommodation
Anglers Rest Hotel,http://www.anglersresthotel.com,+353(0)9335528,-9.106682,53.469495,Galway,Headford,Republic of Ireland,Hotel
Waterville Holiday Cottages,http://www.tridentholidayhomes.ie/Self-Catering/Ireland/Kerry/Waterville/Waterville-Holiday-Homes-(2).aspx,+353(0)12018479,-10.173611,51.83774,Kerry,Waterville,Republic of Ireland,Self Catering Accommodation
Coachmans Hotel,http://www.thecoachmans.com,+353(0)646641311,-9.583693,51.879458,Kerry,Kenmare,Republic of Ireland,Hotel
House Dublin,http://www.housedublin.ie,+353(0)19059090,-6.25514113128281,53.3340782117348,Dublin,Dublin City,Republic of Ireland,Hotel
Cooneys Hotel,http://www.cooneyshotel.com,+353(0)906438180,-7.76442105514809,53.5638691587708,Longford,Ballymahon,Republic of Ireland,Hotel
Carlton Blanchardstown,http://www.carltonhotelblanchardstown.com,+353(0)18275600,-6.380736,53.41881,Dublin,Tyrrelstown,Republic of Ireland,Hotel
Salthill Caravan Park,http://www.salthillcaravanpark.com,+353(0)91523972,-9.10477,53.257153,Galway,Salthill,Republic of Ireland,Camping
Carlton Hotel Dublin Airport,https://www.carltondublinairport.com/en/,+353(0)18667500,-6.240896,53.41536,Dublin,Dublin Airport,Republic of Ireland,Hotel
Valentia Holiday Homes,http://www.rentacottage.ie/self-catering/Kerry/Valencia/Glor_na_Farraige(Type_B)-64.html,+353(0)61411109,-10.3018789881338,51.921191918308,Kerry,,Republic of Ireland,Self Catering Accommodation
Bunratty Haven,http://www.bunrattyhaven.com,+353(0)61708362,-8.830662,52.717226,Clare,Bunratty,Republic of Ireland,B&B
Coomassig View,http://coomassigview.kerry-ireland.com,+353(0)646675005,-9.911975,51.838594,Kerry,Sneem,Republic of Ireland,B&B
Greese View House,http://www.greeseviewhouse.com/,353872394320,-6.844307,52.964474,Kildare,Moone,Republic of Ireland,B&B
Deerpark Manor B&B,http://www.deerparkmanorbandb.com,+353(0)949251078,-8.943372,53.938154,Mayo,Swinford,Republic of Ireland,B&B
Mount Falcon Holiday Cottages,http://www.mountfalcon.com,+353(0)9674472,-9.15734029999999,54.0584778,Mayo,,Ireland,Self Catering Accommodation
Gaultier Lodge,http://www.gaultierlodge.com,+353(0)51382549,-6.98352811669929,52.192843295337,Waterford,Waterford City,Republic of Ireland,"B&B,B&Bs,Historic House"
Eagle View,https://www.booking.com/hotel/ie/eagle-view-holiday-home.en-gb.html,+353(0)578732427,-6.83913329999999,52.9668550999999,Kildare,,Ireland,Self Catering Accommodation
Abbey Farm Holiday Homes,http://www.abbeyfarmholidayhomes.com,+353(0)866073570,-9.295438,51.555151,Cork,Skibbereen,Republic of Ireland,Self Catering Accommodation
River Forest Hotel,http://www.riverforesthotel.com,+353(0)16245678,-6.486982,53.371044,Kildare,Leixlip,Republic of Ireland,Hotel
Mullagh Cottage - Árd Aoibhinn,http://www.loughmaskholidays.com,+353(0)949544009,-9.385321,53.638807,Mayo,Tourmakeady,Republic of Ireland,Self Catering Accommodation
Knockanore Farm Lodges,http://www.knockanorefarm.com,+353(0)567724125,-7.14086557224424,52.5252975656386,Kilkenny,Thomastown,Republic of Ireland,Self Catering Accommodation
Cluain Raite,http://www.rentacottage.ie/holiday-homes/cottages/clare/bunratty_west.htm,+353(0)61411109,-8.81978,52.698871,Clare,Bunratty,Republic of Ireland,Self Catering Accommodation
Castle Dargan Hotel,https://www.facebook.com/Castle-Dargan-Golf-Hotel-Wellness-351501684919348/,+353(0)719118080,-8.436796,54.19783,Sligo,Ballygawley,Republic of Ireland,Hotel
Metro Hotel Dublin Airport,https://www.metrohoteldublinairport.com,+353(0)18669500,-6.263943,53.400918,Dublin,Santry,Republic of Ireland,Hotel
Quality Youghal Holiday Homes,https://www.facebook.com/qualityhotelyoughalcork,+353(0)2493050,-7.872633,51.924996,Cork,Youghal,Republic of Ireland,Self Catering Accommodation
Farren Lee Holiday Cottages,http://www.facebook.com/www.leevalleygolf.cork/,+353(0)217331721,-8.700742,51.890291,Cork,Cork City,Republic of Ireland,Self Catering Accommodation
Imeall na Mara (Seashore House),http://www.imeallnamara.com,+353(0)669155191,-10.373242,52.190496,Kerry,Dingle,Republic of Ireland,B&B
An Grianan Hotel,http://www.angriananhotel.com,+353(0)749368900,-7.433732,55.038929,Donegal,Burt,Republic of Ireland,Hotel
Doonbeg The Links,http://www.trumphotels.com/ireland,+353(0)659055600,-9.499911,52.747618,Clare,Doonbeg,Republic of Ireland,Self Catering Accommodation
Fern Cottage,http://www.ferncottageDonegal.com,+353(0)749137222,-7.879876,54.972828,Donegal,Churchill,Republic of Ireland,Self Catering Accommodation
Rossmore Manor,http://www.rossmoremanor.com,+353(0)749721500,-8.08784394632784,54.6228508941622,Donegal,,Republic of Ireland,B&B
Beaufort Lodge,https://www.facebook.com/pg/Beaufort-Lodge-104487182923319/about/?section=hours&tab=page_info,+353(0)646624822,-9.633578,52.066896,Kerry,Beaufort,Republic of Ireland,B&B
Pond House,http://www.bandbireland.com/accommodation/26886/pond-house,+353(0)214381630,-8.578268,51.954337,Cork,Blarney,Republic of Ireland,B&B
The Ferris Wheel,http://m.facebook.com/Ferris-Wheel-Bed-Breakfast-Gap-of-Dunloe-Killarney-CoKerry-Ireland-1446096425633555/,+353(0)646644609,-9.631776,52.046012,Kerry,Beaufort,Republic of Ireland,B&B
Parkview Hotel,http://www.parkviewhotel.ie,+353(0)12015600,-6.112568,53.092096,Wicklow,,Republic of Ireland,Hotel
Old Boley Country House,http://www.oldboleywexford.com,+353(0)539134553,-6.619649,52.345984,Wexford,Barntown,Republic of Ireland,Self Catering Accommodation
Murphy's Hotel,http://www.murphyshotel.ie,+353(0)719185598,-8.731331,54.053297,Sligo,Tubbercurry,Republic of Ireland,Hotel
Moyvalley Hotel,https://www.facebook.com/moyvalley.balyna/,+353(0)469548000,-6.92306957088362,53.41901509188,Kildare,Moyvalley,Republic of Ireland,Hotel
Fota Island Lodges,http://www.fotaisland.ie/Fota-Island-Lodges,+353(0)214883700,-8.295608,51.897605,Cork,,Republic of Ireland,Self Catering Accommodation
Lawlors,https://www.lawlors.ie/,35345906444,-6.6604302,53.2195543,Kildare,Naas,Ireland,Hotel
Currane Lodge,http://www.curranelodge.ie,+353(0)669474073,-10.142181,51.843299,Kerry,Waterville,Republic of Ireland,B&B
Maldron Hotel Tallaght,http://www.maldronhoteltallaght.com/,+353(0)14685400,-6.376271,53.28395,Dublin,Tallaght,Republic of Ireland,Hotel
Doire Farm Cottages,http://www.facebook.com/Doire-Farm-Cottages-163779897007889/?fref=ts,+353(0)646685312,-9.49108814465728,51.9035577227112,Kerry,Kilgarvan,Republic of Ireland,Self Catering Accommodation
Ethan House B&B,http://www.booking.com/hotel/ie/ethan-house-b-amp-b.html,+353(0)238848795,-9.034592,51.576062,Cork,Rosscarbery,Republic of Ireland,B&B
Powerscourt Hotel Resort Spa,http://www.powerscourthotel.com/,35312748888,-6.180321,53.185287,Wicklow,Enniskerry,Republic of Ireland,Hotel
Glashaus Hotel,http://www.glashaushotel.ie/,+353(0)15381410,-6.37402486727262,53.2878509929561,Dublin,Tallaght,Republic of Ireland,Hotel
Kinnitty Castle Hotel,http://www.kinnittycastlehotel.com,353579137318,-7.6975013,53.1026067,Offaly,Birr,Ireland,Hotel
Downings Coastguard Cottages,http://www.coastguardcottages.ie,+353(0)879589087,-7.81977966870886,55.1927356110219,Donegal,Rosapenna,Republic of Ireland,Self Catering Accommodation
Rockhill Holiday Park,http://www.rockhill.ie/,+353(0)749150012,-7.671828,55.13738,Donegal,Kerrykeel,Republic of Ireland,Self Catering Accommodation
Summer Hill,http://www.summer-hill.com/,+353(0)2770417,-9.91964067400704,51.6465924063276,Cork,Castletownbere,Republic of Ireland,B&B
Ocean Breeze,http://www.oceanbreezedonegal.com,+353(0)749723827,-8.119464,54.643835,Donegal,Donegal Town,Republic of Ireland,B&B
Loughdan House,http://www.loughdanhouse.com,+353(0)12817027,-6.289260119049,53.0668702129274,Wicklow,Roundwood,Republic of Ireland,B&B
Feerick's Hotel,https://www.feerickshotel.com,353436676025,-7.5212561,53.6570368999999,Westmeath,Rathowen,Ireland,Hotel
Annebrook House Hotel,http://www.annebrook.ie,353449353300,-7.3383096,53.5258684999999,Westmeath,Mullingar,Ireland,Hotel
Shearwater Hotel,https://facebook.com/MaldronHotels,+353(0)909630400,-8.21952123619371,53.3264621818526,Galway,Ballinasloe,Republic of Ireland,Hotel
Deebert House Hotel,http://www.deeberthousehotel.com,+353(0)6331200,-8.570646,52.400813,Limerick,Kilmallock,Republic of Ireland,Hotel
Jacob's Well Hotel,http://www.jacobswellrathdrum.com,+353(0)40446620,-6.230793,52.932588,Wicklow,Rathdrum,Republic of Ireland,Hotel
Ashford Cottages,http://ashfordselfcatering.com/,+353(0)40440831,-6.103141,53.00147,Wicklow,Ashford,Republic of Ireland,Self Catering Accommodation
12 Monterey Court,http://www.12montereycourt.com,+353(0)868424004,-9.073866,53.261041,Galway,Salthill,Republic of Ireland,Self Catering Accommodation
Sleepzone,https://www.facebook.com/sleepzone,+353(0)91566999,-9.05057,53.276675,Galway,Galway City,Republic of Ireland,Hostel
Doolin Riverside Caravan and Camping Park,http://www.campingdoolin.com/,+353(0)852819888,-9.38012634854885,53.016365728377,Clare,Doolin,Republic of Ireland,Camping
Castle Hostel,http://www.castlehostel.ie,+353(0)667125167,-9.701499,52.269062,Kerry,Tralee,Republic of Ireland,Hostel
Atlantic View Cottages,http://www.atlanticviewcottages.com,+353(0)656828282,-9.357362,53.011372,Clare,Doolin,Republic of Ireland,Self Catering Accommodation
Number 2 Glenvale Cottage,,+353(0)949026090,-9.977266,54.005479,Mayo,,Republic of Ireland,Self Catering Accommodation
Loop Head Lightkeeper's Cottage,http://www.irishlandmark.com,+353(0)16704733,-9.9323048465576,52.5607848218885,Clare,Loop Head,Republic of Ireland,"Self Catering Accommodation,Welcome Standard"
Watch House Cottage Number 4,https://www.facebook.com/4watchhousecottages,+353(0)669762388,-10.2875418674225,51.9257913141442,Kerry,Knightstown,Republic of Ireland,Self Catering Accommodation
Rafter's B&B,http://www.raftersbar.ie,+353(0)719166610,-8.62455580500751,54.2211344323567,Sligo,Beltra,Republic of Ireland,B&B
Portbeg Holiday Homes at Donegal Bay,http://www.portbegholidayhomes.com,+353(0)719829952,-8.302093,54.477521,Donegal,Bundoran,Republic of Ireland,Self Catering Accommodation
Almanii B&B,http://www.almanii.com,+353(0)18574902,-6.244355,53.387318,Dublin,Whitehall,Republic of Ireland,B&B
Eagle's Nest Bed & Breakfast,http://www.eaglesnest-BB.com,+353(0)749544893,-8.337178,54.844738,Donegal,Lettermacaward,Republic of Ireland,B&B
Kilians Lodge Hotel,http://www.kilianslodge.com/index.php,353469242201,-6.945492,53.811375,Cavan,Mullagh,Republic of Ireland,Hotel
Anchor Bay Cottages,http://www.irelandholidayhomes.com,+353(0)238846315,-8.71568,51.635105,Cork,Courtmacsherry,Republic of Ireland,Self Catering Accommodation
Cow House Studios,http://www.cowhousestudios.com,+353(0)539169567,-6.81073249293092,52.5046852451073,Wexford,Rathnure,Republic of Ireland,"B&B,Welcome Standard"
Ballymacarbry Hostel,http://www.ballymacarbry.com,+353(0)526185483,-7.710547,52.266575,Waterford,,Republic of Ireland,"Hostel,Welcome Standard"
Martello Tower,http://www.martellotowersutton.com,+353(0)861642671,-6.096075,53.369321,Dublin,Sutton,Republic of Ireland,Self Catering Accommodation
Rowan Tree,https://www.facebook.com/RowanTreeHostel?fref=ts,+353(0)656868687,-8.98257999140173,52.8461238815598,Clare,Ennis,Republic of Ireland,"Hostel,Welcome Standard"
Elthorne House,,+353(0)863626479,-8.44170570373535,54.7851839321283,Donegal,Ardara,Republic of Ireland,Self Catering Accommodation
The Old Imperial Hotel,http://www.theoldimperialhotel.com,+353(0)2492435,-7.850104,51.955522,Cork,Youghal,Republic of Ireland,Hotel
Killarney House (Tralee),http://www.killarneyhousetralee.com,+353(0)667196989,-9.737669,52.283042,Kerry,Tralee,Republic of Ireland,B&B
2 Millfield House,http://www.kenmare-selfcatering.com,+353(0)646685602,-9.598536,51.88282,Kerry,Kenmare,Republic of Ireland,Self Catering Accommodation
Adare Farm Cottage,http://www.adarefarmcottage.com,+353(0)61396223,-8.801211,52.552666,Limerick,Adare,Republic of Ireland,Self Catering Accommodation
Mulgrave Lodge,,35312801664,-6.136987,53.290174,Dublin,,Republic of Ireland,Hostel
Ballyblood Lodge and Granny's Cottage,http://www.ballybloodlodge.com,+353(0)656835713,-8.76086497221828,52.8706371649909,Clare,Tulla,Republic of Ireland,Self Catering Accommodation
Viking House Hotel,http://www.vikinghousehotel.com,+353(0)749543295,-8.38558637382403,55.0226657002829,Donegal,Kincasslagh,Republic of Ireland,Hotel
Step House,http://www.stephousehotel.ie/index.html,+353(0)599773209,-6.927435,52.601208,Carlow,Borris,Republic of Ireland,Hotel
Nyali Lodge,http://www.nyalilodge.com,+353(0)214812717,-8.30293082162908,51.8517779815115,Cork,Cobh,Republic of Ireland,B&B
Bolands,http://www.bolandsdingle.ie,+353(0)669151426,-10.273092,52.143677,Kerry,Dingle,Republic of Ireland,B&B
Valley Lodge Farm Hostel,http://www.valleylodgeaccommodation.com/hostel.htm,+353(0)949365180,-9.058048,53.784251,Mayo,Claremorris,Republic of Ireland,Hostel
Strandhill Lodge and Suites,http://www.strandhilllodgeandsuites.com,+353(0)719122122,-8.59610344849204,54.2670651873161,Sligo,Strandhill,Republic of Ireland,Hotel
Michaeleen's Manor B&B,http://www.michaeleensmanor.com/,353949546089,-9.270113,53.539006,Mayo,,Ireland,B&B
The Red Door Country House,https://www.facebook.com/TheRedDoorFahan/,+353(0)749360289,-7.4664325497722,55.0850320827163,Donegal,Fahan,Ireland,"B&B,Welcome Standard"
Newtown Farm Country House,http://www.newtownfarm.com,+353(0)2494143,-7.725015,51.996701,Waterford,Ardmore,Ireland,B&B
Hillview,http://www.hillviewbray.com,+353(0)12877226,-6.09384331034664,53.1732961626398,Wicklow,Bray,Ireland,B&B
Audley House,http://www.audleyhousecork.com,+353(0)214274292,-8.48789,51.895745,Cork,Western Road,Ireland,B&B
Muckno Lodge,http://www.mucknolodge.ie,+353(0)879531435,-6.68466194777681,54.0927047472481,Monaghan,Toome,Ireland,Self Catering Accommodation
Phoenix Park Hotel,http://www.phoenixparkhotel.ie,+353(0)16772870,-6.29479071376954,53.3483642383565,Dublin,Dublin,Ireland,Hotel
Arranmore Holiday Village,https://arranmoreisland.ie/,+353(0)749520533,-8.50296034633788,54.980191181303,Donegal,,Ireland,Self Catering Accommodation
The Old School,,+353(0)656703666,-9.7695,52.599567,Clare,Cross,Ireland,B&B
Fallon's,http://www.fallonsbedandbreakfastkinvara.ie/,+353(0)91638088,-8.939934564032,53.1391022229712,Galway,Kinvara,Ireland,B&B
Riverside Cottage,http://www.riversidecottagedoolin.com,+353(0)657074049,-9.38345055872196,53.013178234257,Clare,Doolin,Ireland,B&B
7 Blackberry Glade,http://www.seacrestarklow.com,+353(0)40233724,-6.15423174603267,52.7918195959635,Wicklow,Arklow,Ireland,Self Catering Accommodation
Orchid House,http://www.orchidhouse.net,+353(0)657076975,-9.29912720006109,53.0995364710157,Clare,Fanore,Ireland,B&B
Lough Bawn House,https://www.facebook.com/Loughbawn-House-BB-189640781135975/?fref=ts,353449666186,-7.21216,53.6474715,Westmeath,Collinstown,Ireland,B&B
Sea Mist,,+353(0)877757985,-9.33408410395509,53.2447157015205,Galway,Spiddal,Ireland,B&B
Bayview,http://www.bayviewlettermore.com,+353(0)91551757,-9.675007,53.295491,Galway,Lettermore,Ireland,B&B
Fáilte B&B,http://www.paxad.ie/failtebandb,+353(0)9826005,-9.3191882,53.8449215,Mayo,,Ireland,B&B
Westport Country Lodge Hotel,http://www.westportcountrylodge.ie/,+353(0)9856030,-9.46449190342502,53.7845212179776,Mayo,Westport,Ireland,Hotel
Go Explore Hostel & Sailor's Bar,http://www.goexplorehostel.ie/hostel-accommodation-mayo/,+353(0)874108706,-9.95301,53.80156,Mayo,Clare Island,Ireland,Hostel
Horetown House,http://www.horetownhouse.ie,+353(0)51565633,-6.72155808413083,52.3163649183753,Wexford,,Ireland,Hotel
Dromquinna Manor,https://www.facebook.com/pages/Dromquinna-Manor/165717870152060?ref=br_tf,+353(0)646642888,-9.64382984331052,51.8714951710643,Kerry,Kenmare,Ireland,Hotel
Kilronan House,,+353(0)719647048,-8.17519069,54.06649058,Roscommon,Boyle,Ireland,B&B
Teac Chondai Thatch cottage,http://www.teacchondai.com,+353(0)851003321,-8.28785983622833,54.9992329246709,Donegal,Annagry,Ireland,Self Catering Accommodation
The Connemara Hostel (Sleepzone),https://www.sleepzone.ie/the-connemara-hostel,+353(0)9542929,-9.77801905090336,53.5939655249686,Galway,Leenane,Ireland,Hostel
Atlantic 'N' Riverside,http://www.easkeybandb.com,+353(0)9649837,-8.960796,54.286351,Sligo,Easkey,Ireland,B&B
Ennisdrum House,,+353(0)9783039,-9.746667,54.144722,Mayo,Bangor Erris,Ireland,B&B
Shady Hollow B&B,http://www.hollowaytravel.com,+353(0)2979194,-9.05698,52.12311,Cork,Mallow,Ireland,B&B
Beach Haven,http://www.beachhavenhouse.com,+353(0)51390208,-7.145,52.166,Waterford,Tramore,Ireland,B&B
MDI's Home from Home,http://www.mdi.ie,+353(0)16236414,-6.35259881650813,53.3509876078664,Dublin,Chapelizod,Ireland,Self Catering Accommodation
Southbeach Apartments,http://www.southbeachholidayapartments.com,+353(0)851610179,-6.38955832,52.27807046,Wexford,Rosslare Strand,Ireland,Self Catering Accommodation
Rountree's Hill,http://www.rountreeshill.com,+353(0)867398346,-7.073139,54.055357,Cavan,Cootehill,Ireland,Self Catering Accommodation
St Bridget's B&B,,+353(0)749361319,-7.455136,55.13857,Donegal,Buncrana,Ireland,B&B
Ballyliffin Townhouse Hotel,http://www.ballyliffintownhouse.ie,+353(0)749378300,-7.3949429923432,55.2775966137989,Donegal,Ballyliffin,Ireland,Hotel
Binion Bay Caravan Park,http://www.caravanandcampingireland.ie/,+353(0)749376800,-7.42566222247683,55.276291814743,Donegal,Clonmany,Ireland,"Camping,Welcome Standard"
Robin Hill,https://www.facebook.com/robinhillcobh/,+353(0)214812222,-8.31149,51.84823,Cork,Rushbrooke,Ireland,B&B
Newlands Lodge,http://www.newlandslodge.com,+353(0)567729862,-7.26364,52.59256,Kilkenny,Kilkenny City,Ireland,B&B
Castle Ivy Lodge,http://www.myinfo.ie/Cashel-Ivy-Lodge-Self-Catering/,+353(0)6252500,-7.8884098,52.5197642,Tipperary,Cashel,Ireland,Self Catering Accommodation
Oscars Hostel,http://www.oscarshostel.com,+353(0)212418380,-8.45467499325411,51.9026881574762,Cork,Cork City,Ireland,Hostel
Dunmore East Holiday Park,http://www.dunmoreholiday.ie/,+353(0)877022566,-6.99214888095093,52.1592330909647,Waterford,Dunmore East,Ireland,Camping
Osborne's Storehouse,http://osborne-storehouse.com,+353(0)599771722,-6.83256696693422,52.6011257398305,Carlow,Borris,Ireland,"Self Catering Accommodation,Welcome Standard"
The Cliffs of Moher Retreat,http://www.cliffsofmoherretreat.com/all-retreats/,+353(0)657086805,-9.43318365500704,52.9445586866438,Clare,Liscannor,Ireland,"Self Catering Accommodation,Welcome Standard,Activity Holiday Accommodation"
Silver Line Cruisers,https://silverlinecruisers.com/,+353(0)579151112,-7.99011591852422,53.1938519125499,Offaly,Banagher,Ireland,"Self Catering Accommodation,Welcome Standard,Activity Holiday Accommodation"
Upperchurch Self Catering Cottage & Spa,,+353(0)876626028,-8.03872232861476,52.7031133053128,Tipperary,Upperchurch,Ireland,Self Catering Accommodation
Galway City Hostel,http://www.galwaycityhostel.com,+353(0)91535878,-9.04767018941038,53.2742164945249,Galway,Eyre Square,Ireland,Hostel
The Charles Stewart,http://www.charlesstewart.ie,+353(0)18780350,-6.26225182209009,53.3537177915548,Dublin,Dublin,Ireland,"B&B,Welcome Standard"
The Cosy Cottage,http://www.thecosycottage.com,+353(0)749385740,-7.03912624187239,55.1892271549434,Donegal,Moville,Ireland,"B&B,Welcome Standard"
South Aran Restaurant & Rooms,http://www.southaran.com,+353(0)9975073,-9.5300388673769,53.0674552805568,Galway,Aran Islands,Ireland,"B&B,Welcome Standard"
Western Greenway Bed & Breakfast,http://www.westerngreenwaybnb.com/,+353(0)871312470,-9.53748731338771,53.8868925481499,Mayo,Newport,Ireland,B&B
Cara House,http://www.carabedandbreakfast.com/,+353(0)949388315,-8.91955421325076,53.7940850577665,Mayo,Knock,Ireland,"B&B,Welcome Standard"
Aughris House Beach Bar,http://www.thebeachbarsligo.com/,+353(0)719176465,-8.75712649202421,54.2692849627574,Sligo,Templeboy,Ireland,"B&B,Welcome Standard"
The Fanad Lodge,https://www.facebook.com/fanadlodge.fanadlodge/,+353(0)749159057,-7.70244550830079,55.2446648676826,Donegal,Letterkenny,Ireland,"B&B,Welcome Standard"
Glenmalure,https://anoige.ie/glenmalure-youth-hostel/,+353(0)18304555,-6.42190374909512,52.9915864126283,Wicklow,Glenmalure,Ireland,"Hostel,Welcome Standard"
Inisean B&B,http://www.iniseanbandb.com,+353(0)749521455,-8.36987161636352,54.953465954388,Donegal,Dungloe,Ireland,B&B
Árasáin Cholmcille,http://arasaincholmcille.littleireland.ie,+353(0)861261103,-8.23175337041016,55.2663814990265,Donegal,Derrybeg,Ireland,Self Catering Accommodation
Hazelwood Lodge,http://www.hazelwoodlodge.ie/,+353(0)657077092,-9.1557710371178,53.1060822393052,Clare,Ballyvaughan,Ireland,"B&B,Welcome Standard"
Ocean View Park,https://www.facebook.com/Ocean-View-Park-218745354813181/?rc=p,+353(0)657081626,-9.34853546325985,52.9235276450585,Clare,Lahinch,Ireland,"Camping,Welcome Standard"
The Gateway Lodge,http://www.thegatewaydonegal.com,+353(0)749740405,-8.11500329934517,54.6562613128712,Donegal,,Ireland,"B&B,Welcome Standard"
Nox Hotel,http://www.noxhotelgalway.ie,+353(0)91735555,-9.04227766418932,53.2866811784174,Galway,Headford Road,Ireland,Hotel
Lough Ree (East) Caravan & Camping,http://loughreeeast.wix.com/loughreeeast,353906478561,-7.89320538346294,53.448710974089,Westmeath,Ballykeeran,Ireland,"Camping,Welcome Standard"
O'Briens' Cashel Lodge,http://www.cashel-lodge.com,+353(0)6261003,-7.89639724371636,52.5202301906489,Tipperary,Cashel,Ireland,"B&B,Welcome Standard"
