Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Marlfield House Restaurant,https://www.marlfieldhouse.com/dining/the-restaurant,353539421124,-6.27521099999999,52.668747,Wexford,Gorey,Ireland,"Food and Drink,Restaurant"
The Tannery Restaurant,http://www.tannery.ie,3535845420,-7.616714,52.0885624999999,Waterford,Dungarvan,Ireland,"Food and Drink,Restaurant"
Aura Letterkenny Leisure Complex,http://www.auraleisure.ie/letterkenny,353749106422,-7.7502521,54.9460448,Donegal,Letterkenny,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool,Activity Operator"
Killarney Sports & Leisure Centre,https://killarney.coralleisure.ie/,353646636554,-9.48542429999999,52.0619939,Kerry,Park,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool"
Sean Sugrue,https://www.seansugrue.com/,353871448855,-9.6844778,52.2619137,Kerry,Tralee,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Staigue Fort,https://www.theringofkerry.com/staigue-fort,,-10.038945,51.780516,Kerry,Castlecove,Republic of Ireland,
Corrán Tuathail - McGillycuddy Reeks - Guided Ascents with Con Moriarty,https://www.hiddenirelandtours.com/day-excursions/day-walks-and-hikes/corran-tuathail-and-the-mcgillycuddy-reeks,353646644733,-9.63591999999999,52.02467,Kerry,,Ireland,"Walking,Activity Operator"
Jacob's Ladder Restaurant,http://www.watersedgehotel.ie,353214815566,-8.297908,51.849027,Cork,Cobh,Republic of Ireland,"Food and Drink,Restaurant"
Restaurant d'Antibes,https://www.whitehouse-kinsale.ie/accommodation-kinsale/Restaurant,353214772125,-8.52335539999999,51.7065309,Cork,Kinsale,Ireland,"Food and Drink,Restaurant"
Shanley's Bar,https://www.facebook.com/ShanleysBar,353238833790,-8.888962,51.621767,Cork,Clonakilty,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Quill's Woollen Market,https://www.irishgiftsandsweaters.com/,353646632277,-9.50944629999999,52.0594428,Kerry,Killarney,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Irish Thoroughbred Marketing,http://www.itm.ie,35345443060,-6.8207855,53.16337,Kildare,,Ireland,"Horse Riding,Equestrian"
Galway Bay Sailing Club,http://www.gbsc.ie,35391794527,-8.968855,53.244562,Galway,Oranmore,Republic of Ireland,"Restaurant,Learning,Sailing,Activity Operator,Food and Drink,Pubs and Bar"
Tipperary Studies at Tipperary Libraries,https://tipperarystudies.ie,353761066123,-7.80869389999999,52.6796532,Tipperary,Thurles,Ireland,"Learning,Tracing Your Ancestors"
Freedom Surf School and Adventure,http://www.freedomsurfschool.com,35351386773,-7.1408917,52.1612772,Waterford,Riverstown,Ireland,"Cycling,Surfing,Activity Operator,Walking,Cafe,Food and Drink"
Aura Tullamore Leisure Centre,http://www.auraleisure.ie/tullamore,+353(0)579329398,-7.47194111241151,53.2689991335274,Offaly,Tullamore,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool,Activity Operator"
Attymass Salmon Fishery,,+353(0)949258151,-9.15507203231098,54.1151859688673,Mayo,Ballina,Republic of Ireland,"Fishing,Angling"
Tattersalls Ireland Bloodstock Auctioneers,http://www.tattersalls.ie,35318864300,-6.4774799,53.4849223,Meath,Gormanstown,Ireland,"Horse Riding,Equestrian"
Goresbridge Horse Sales,http://www.irishhorse.com,353599775145,-6.9924491,52.630612,Kilkenny,Goresbridge,Ireland,"Horse Riding,Equestrian"
Weatherbys Ireland,http://www.weatherbys.co.uk/stud-book/weatherbys-ireland,35345879979,-6.7058715,53.2153971,Kildare,,Ireland,"Horse Riding,Equestrian"
Irish Thoroughbred Breeders' Association,http://www.itba.ie,35345877543,-6.60513259999999,53.2451092999999,Kildare,Kill,Ireland,"Horse Riding,Equestrian"
Rathwood Forest Walks,https://www.rathwood.com/visit/forest-walk,353599156285,-6.659993,52.796104,Carlow,Tullow,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Red Oak Restaurant,https://www.facebook.com/custard.cream.65,353877974079,-8.3010667,53.0663894,Galway,Portumna,Ireland,"Food and Drink,Restaurant"
Skibbereen Country Market,http://skibbereenmarket.com/,353872851897,-9.26955699999999,51.548717,Cork,Skibbereen,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
The Palmer North Course,https://www.kclub.ie/golf/,35316017200,-6.627881,53.311384,Kildare,Straffan,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Casey's Bistro,https://www.brooklanehotel.com/caseys-bar.html,353646642077,-9.59151489999999,51.8835282,Kerry,Kenmare,Ireland,"Food and Drink,Restaurant"
Burren Guided Walks and Hikes,http://www.burrenguidedwalks.com,353872446807,-9.1502590813099,53.1155686664519,Clare,Fanore,Republic of Ireland,"Walking,Activity Operator,Tour"
Beara Outdoor Adventures,http://www.beara-outdoors.com,353876678618,-9.51045744845154,51.8292133480789,Kerry,Bonane,Republic of Ireland,"Climbing,Activity Operator,Cycling,Kayaking,Walking"
Italistro,http://www.italistro.com,353238852300,-8.734722,51.745344,Cork,Bandon,Republic of Ireland,"Food and Drink,Restaurant"
Little Rascals,http://www.littlerascals.ie,+353(0)2251408,-8.660303,52.11758,Cork,Mallow,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
Mullingar Equestrian Centre,http://www.mullingarequestrian.com,353449348331,-7.39195399999999,53.515217,Westmeath,Mullingar,Ireland,"Horse Riding,Equestrian,Activity Operator"
Copper and Spices,https://www.facebook.com/Bombay-Copper-Spice-110534157101192,353469060648,-6.68356139999999,53.6525419,Meath,Navan,Ireland,"Food and Drink,Restaurant"
The Field Bar & Restaurant,https://www.facebook.com/TheFieldBar.Kilkenny,353567702763,-7.2520615,52.6505741999999,Kilkenny,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Lina Stein Millinery,https://linasteinmillinery.com/,353879268401,-9.607242,53.822281,Mayo,Westport,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
By Gone Times,https://www.facebook.com/bygonetimes1/,353429371104,-6.33853797599289,54.0402487663417,Louth,Ravensdale,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Corkery's Bar,http://www.facebook.com/Corkeryskillarney/?rf=114925838581948,353646671831,-9.5101119,52.0598956,Kerry,Killarney,Ireland,"Food and Drink,Pubs and Bar"
Valentia Harbour Tours,http://www.valentiaharbourtours.com/,353871637959,-10.2863105,51.9254613,Kerry,Valentia Island,Ireland,"Activity Operator,Boat,Tour"
Kathleen McAuliffe,https://www.kathleenmcauliffe.com,353667139424,-10.270949,52.141087,Kerry,Dingle,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Walking Tours of Galway City,http://www.galwaywalkingtours.com,+353(0)872903499,-9.04947254971209,53.2721788149031,Galway,Galway City,Republic of Ireland,"Walking,Activity Operator,Tour"
Pirate's Adventure Mini Golf & Bowling Centre,https://www.facebook.com/PiratesAdventureTramore/,35351393651,-7.1359949,52.168959,Waterford,Tramore,Ireland,"Activity Operator,Adventure Park"
The Pottery Place,http://www.potterypainting.ie, 051 390551 ,-7.134058,52.167313,Waterford,Tramore,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator"
Jackson's Restaurant,https://jacksons.ie,353906634140,-8.1884667,53.6310425999999,Roscommon,,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
The Lemon Tree Catering & Café,https://www.lemontreecatering.ie,35351383164,-6.9976129,52.1453573999999,Waterford,Dunmore East,Ireland,"Food and Drink,Restaurant,Cafe"
Brandon Boat Hire,https://www.lynescottages.com/boathire/index.html,353872483606,-10.1621678,52.268031,Kerry,Brandon,Ireland,"Cruising,Fishing,Angling,Activity Operator,Boat,Tour"
Atlantic Charters,http://www.atlanticcharters.ie,+353(0)872575269,-8.52257059787513,51.7062294184054,Cork,Kinsale,Republic of Ireland,"Cruising,Activity Operator,Boat,Tour"
The Ireland Whiskey Trail,http://www.irelandwhiskeytrail.com,,-6.26004892816206,53.3493483299948,Dublin,,Ireland,"Activity Operator,Tour"
Western Shuttle Bus Service,http://www.westernshuttle.com/,353872440608,-8.91890211445479,53.793703856733,Galway,,Republic of Ireland,"Transport,Coach,Road"
Sliabh Liag (Slieve League) Bus Tours,,+353(0)749739141,-8.6348924580989,54.6583937839197,Donegal,Carrick,Republic of Ireland,"Activity Operator,Tour"
Mellowes Adventure & Childcare,http://www.mellowes.ie,353469433921,-6.972541,53.651912,Meath,Athboy,Ireland,"Learning,Activity Operator,Adventure Park,Venue,Sports Venues"
Michael Vignoles,https://www.michaelvignoles.com/,353868177837,-9.05755939999999,53.2661975,Galway,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Kidzone,http://www.kidzoneireland.ie,+353(0)539481218,-6.308904,52.665128,Wexford,Gorey,Republic of Ireland,"Fitness and Leisure,Venue,Cafe,Food and Drink"
Oscar The 64,https://www.facebook.com/64.nels.o2nightclub,353539421260,-6.2961111,52.675,Wexford,Gorey,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Coach House Pub,https://the-coach-house-gastro-bar.business.site,353539421280,-6.2907015,52.6766669,Wexford,Gorey,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Cloonamoyne Fishery,http://www.cloonamoynefishery.com/,,-9.309504,54.07019,Mayo,Ballina,Republic of Ireland,"Fishing,Angling,Activity Operator,Venue,Sports Venues,Boat,Tour"
Poet's Corner - Clare,https://www.oldgroundhotelennis.com/poets-corner-bar.html,353656828127,-8.98311479999999,52.8424405,Clare,Ennis,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Cleere's Bar and Theatre,http://www.cleeres.com,353567762573,-7.255224,52.65503,Kilkenny,Kilkenny City,Republic of Ireland,"Venue,Music"
Brid Lyons Clay Creations,https://www.bridlyonsceramics.com/,353872570735,-7.1376827,52.5256378,Kilkenny,Thomastown,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Odeon Cinema Waterford,http://www.odeoncinemas.ie/cinemas/waterford/205/,35351309110,-7.11115169999999,52.2547006,Waterford,,Ireland,"Movies,Cinema,Venue"
The White Room,http://www.thewhiteroomkenmare.com,353646640600,-9.58365909999999,51.8785506,Kerry,Kenmare,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Green’s Berry Farm Shop,http://greensberryfarm.ie/,353539483673,-6.258564,52.7111327999999,Wexford,Gorey,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Jimmyz Bar,https://www.facebook.com/Jimmyz.Riverchapel,35353868124624,-6.2356488,52.6390201,Wexford,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Galway Bird Watching,,353879190818,-9.0566819,53.270564,Galway,Galway City,Ireland,"Bird Watching,Nature and Wildlife,Activity Operator,Tour"
Bluestacks and Lough Eske Walking Tours,,+00353(0)719161201,-8.11054770672886,54.6534050195463,Donegal,,Ireland,"Walking,Activity Operator,Tour"
Poppadom Restaurant,http://www.poppadom.ie,35361446444,-8.6229034,52.663633,Limerick,,Ireland,"Food and Drink,Restaurant"
Milano Restaurant,http://www.milano.ie,35361462030,-8.6300718,52.6636579,Limerick,,Ireland,"Food and Drink,Restaurant"
Tor Mór Charter Boat,,353872458514,-8.44366,54.6311,Donegal,,Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Celtic Link Ferries,http://www.aferry.com/celtic-link-ferries.htm,+353(0)539162688,-6.33651201702105,52.2532403296079,Wexford,Rosslare,Republic of Ireland,"Transport,Coach,Road"
FisHerman,http://www.FisHerman.nl,35361374399,-8.441074,52.806779,Clare,Killaloe,Republic of Ireland,"Fishing,Angling,Walking,Activity Operator"
Barry's Guided Tours,https://barrysguidedtours.com,353868318748,-9.2831,53.8498,Mayo,Castlebar,Republic of Ireland,"Walking,Activity Operator,Tour"
Cullotycraft,https://www.facebook.com/Cullotycraft,3536827176,-9.6743115,52.51129,Kerry,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Listowel Community Centre & Sports Complex,,+353(0)6822244,-9.480357,52.443644,Kerry,Listowel,Republic of Ireland,"Fitness and Leisure,Venue"
The Silver Eel,https://www.thesilvereelbarandrestaurant.ie,353719633299,-8.0692756,53.8236421,Roscommon,Grange,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
SGC Cinema Castlebar,http://www.mayomovieworld.ie,+353(0)868528614,-9.2868933915405,53.8566821134023,Mayo,Castlebar,Republic of Ireland,"Movies,Cinema,Venue"
Marjorie's Cookery School & Guest Accommodation,http://www.marjorieskitchen.net,+353(0)9622609,-9.13655,54.130587,Mayo,Ballina,Republic of Ireland,"Cooking,Cookery,Learning,Activity Operator"
Island Cottage Cookery School,http://www.islandcottage.com,3532838102,-9.43885631149706,51.496242418128,Cork,Heir Island,Republic of Ireland,"Cooking,Cookery,Learning,Activity Operator"
Tannery Cookery School,http://www.tannery.ie,3535845420,-7.617507,52.088319,Waterford,Dungarvan,Republic of Ireland,"Food and Drink,Cooking,Cookery,Learning,Activity Operator,Artisan,Restaurant,Local Produce"
Ballymaloe Cookery School,http://www.cookingisfun.ie,353214646785,-8.0334108,51.8603916,Cork,Shanagarry,Ireland,"Cooking,Cookery,Learning,Activity Operator,Cafe,Food and Drink"
mygolfsociety.ie,http://www.mygolfsociety.ie,353857134444,-6.684921,53.295553,Kildare,Clane,Republic of Ireland,"Golf,Activity Operator"
Kilkee Farmers Market,https://www.iomst.ie/market/kilkee-farmers-market/,353868235598,-9.648597,52.678884,Clare,Kilkee,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Templemore Farmers Market,https://tipperary.com/listings/templemore-farmers-market/,353879046526,-7.834045,52.796653,Tipperary,,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Thurles Farmers Market,https://www.facebook.com/thurlesfoodmarket/,353873848371,-7.823385,52.684167,Tipperary,Thurles,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Killmacthomas Farmers Market,https://www.iomst.ie/market/kilmacthomas-farmers-market/,353861073074,-7.424299,52.206019,Waterford,,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Stradbally Community Market,https://www.iomst.ie/market/stradbally-community-market/,35351293219,-7.46730479999999,52.1357453,Waterford,Newtown,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Enniscorthy Farmers Market,http://wexfordfarmersmarkets.com,353877948830,-6.565193,52.500635,Wexford,Enniscorthy,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
New Ross Farmers Market,https://www.iomst.ie/market/new-ross-farmers-market/,353877948830,-6.946678,52.394595,Wexford,New Ross,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Galway Farmers Market,http://www.galwaymarket.com/,353838478930,-9.0532407,53.2728879,Galway,Galway City,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Kinvara Farmers Market,https://www.facebook.com/kinvarafarmersmarket/,353868211549,-8.939782,53.139055,Galway,Kinvara,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Mountbellew Farmers Market,https://www.facebook.com/pages/category/Local-Business/Mountbellew-Farmers-Market-157492924288494/,353872563167,-8.51461490003086,53.4727717487452,Galway,Mountbellew,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Moycullen Farmers Market,https://www.facebook.com/MoycullenCountryMarket/,353872672371,-9.179474,53.336132,Galway,Moycullen,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Portumna Country Market,http://www.portumna.net/countrymarket/,353909741353,-8.218968,53.092955,Galway,Portumna,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Ballina Farmers Market,https://www.facebook.com/ballinafarmersmarket1,353868507424,-9.155585,54.115348,Mayo,Ballina,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Sonairte Food and Craft Market,http://www.sonairte.ie,353419827572,-6.257022,53.678076,Meath,Laytown,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
The Apple Farm,https://www.theapplefarm.com/,353527441459,-7.8420231,52.3789353,Tipperary,Cahir,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
The Food Store,https://www.facebook.com/thefoodstoreireland/,353949362091,-8.9969983,53.7208908,Mayo,Claremorris,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
The Foods of Athenry,https://www.facebook.com/TheFoodsofAthenry,35391848152,-8.6633823,53.2616954,Galway,Oldcastle,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Grangecon Café and Foodstore,http://grangeconcafe.blogspot.com/,35345857892,-6.53273403233356,53.1701646394835,Wicklow,Blessington,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Hassett's Bakery,https://www.hassettsbakery.ie,353214375398,-8.391934,51.8144496,Cork,Carrigaline,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Stable Diet Café and Patisserie,http://www.stablediet.com,353539131287,-6.4588096,52.3356256999999,Wexford,,Ireland,"Food and Drink,Restaurant,Cafe"
Lorge Chocolatier,http://www.lorge.ie,353646679994,-9.5368967,51.8160284999999,Kerry,Kenmare,Ireland,"Food and Drink,Restaurant,Learning,Shopping,Shopping Centres and Department Store,Artisan,Activity Operator,Food Shops"
Marlenes Chocolate Haven,http://marleneschochaven.com/,3539824564,-9.52338,53.799836,Mayo,Westport,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
On The Pigs Back,https://www.onthepigsback.ie/,353214270232,-8.474313,51.897704,Cork,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Pónaire,https://www.ponaire.ie/,35361339799,-8.40745659999999,52.7112236,Tipperary,Newport,Ireland,"Food and Drink,Cafe"
Rural Irish Holidays,http://www.ruralirishholidays.com,353879898888,-8.35390623092143,52.939338871466,Clare,,Ireland,"Cycling,Kayaking,Activity Operator,Walking,Tour"
Kilmore Angling - Eamonn Hayes,https://kilmoreangling.com,353872135308,-6.5881326,52.1727848,Wexford,,Ireland,"Fishing,Angling,Activity Operator"
The Silver Fox Seafood Restaurant,http://www.thesilverfox.ie,353539129888,-6.58983199999999,52.173187,Wexford,Kilmore Quay,Ireland,"Food and Drink,Restaurant"
Brady's Foodstore,,353539129770,-6.59212750821052,52.175622147879,Wexford,Kilmore Quay,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Siul na hEireann,http://www.onbekend-ierland.nl,+353(0)872347799,-8.6322868655371,52.806927057587,Clare,Broadford,Republic of Ireland,"Activity Operator,Tour"
The Castle Inn,https://www.facebook.com/castle.inn.7,35312819232,-6.0646624,53.0714587,Wicklow,Newcastle,Ireland,"Food and Drink,Restaurant"
Donegal Bake School,http://donegalmanor.com/cookery-classes-donegal,353749725222,-8.0795833,54.6613287,Donegal,Donegal Town,Ireland,"Cooking,Cookery,Learning,Activity Operator"
Castle Murray Hotel & Restaurant,http://www.castlemurray.com,353749737022,-8.374881,54.620469,Donegal,Dunkineely,Ireland,"Cooking,Cookery,Learning"
Cloonmore Pottery,https://julietball.wixsite.com/cloonmorepottery,35391550846,-9.18128771329929,53.3389418405662,Galway,,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Taispeain,http://www.tourguidesireland.ie,+00353(0)879179137,-8.16074568267393,54.5011369852517,Donegal,Ballyshannon,Republic of Ireland,"Activity Operator,Tour"
Connolly's Bar,http://www.facebook.com/connollys.bar,35391637131,-8.936346,53.139083,Galway,Kinvara,Republic of Ireland,"Food and Drink,Pubs and Bar"
L'Arco Italian Restaurant,http://www.burrenrestaurant.com,353657083900,-9.14875,53.1155915,Clare,Ballyvaughan,Ireland,"Food and Drink,Restaurant"
West Cork Watercolour,http://www.westcorkwatercolour.ie,3532836828,-9.24202724988766,51.4971228787087,Cork,Castletownshend,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator"
La Fougére Restaurant,https://www.knockrannyhousehotel.ie/dining/la-fougere,3539828600,-9.5079164,53.8021533,Mayo,Westport,Ireland,"Food and Drink,Restaurant"
Beal Organic Cheese,https://beal.ie/contact,353868239582,-9.48804514716361,52.4477217173866,Kerry,Asdee,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Ivyleaf Arts Centre,,+353(0)667141135,-9.464017,52.232181,Kerry,Castleisland,Republic of Ireland,"Craft,Shopping"
Ireland By Bike,https://irelandbybike.com/,353872118638,-8.63470029999999,54.6574024,Donegal,Carrick,Ireland,"Cycling,Activity Operator,Bike Rental,Tour"
Silver Hill Farm,http://www.silverhillfarm.ie/,35304787124,-6.96249959999999,54.3466588,Monaghan,Emyvale,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Hooked Kitesurfing,https://hookedkitesurfing.ie/,353876755567,-6.93371469999999,52.2209712,Wexford,Duncannon,Ireland,"Kitesurfing,Windsurfing,Activity Operator"
The White Horses,,+353(0)2494040,-7.72108626452632,51.9507923976331,Waterford,Ardmore,Republic of Ireland,"Food and Drink,Restaurant"
Mountbellew Golf Club,http://www.mountbellewgolfclub.ie/,353909679259,-8.53206,53.4661659999999,Galway,Shankill,Ireland,"Golf Course,Golf,Activity Operator"
Hot Shots Bowling,http://www.hotshotsbowling.com,353526128448,-7.6794326,52.3629138,Tipperary,Clonmel,Ireland,Activity Operator
Clonakilty Market,https://www.facebook.com/clonmarket,353876775600,-8.89039,51.623373,Cork,Clonakilty,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
The Beach Bar,http://www.thebeachbarsligo.com,3530719176465,-8.7570135,54.2693484,Sligo,Templeboy,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Clew Bay Bike Hire,http://www.clewbayoutdoors.ie,3539837675,-9.5167,53.79956,Mayo,Westport,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
On Yer Bike - Galway,http://www.onyourbikecycles.com,353879425479,-9.047762,53.276137,Galway,Galway City Centre,Republic of Ireland,"Cycling,Activity Operator,Shopping,Bike Rental,Food Shops"
Bicycle Hire at Harbour Office,https://www.visitwexford.ie/directory/bicycle-hire-at-kilmore-quay/,353539129955,-6.589453,52.172146,Wexford,Kilmore Quay,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Bicycle Hire at Mulranny Park Hotel,https://www.mulrannyparkhotel.ie/greenway-adventures.html,3539836000,-9.782639,53.906019,Mayo,Mulranny,Republic of Ireland,"Cycling,Bike Rental"
Blennerville Farmers Market,https://www.iomst.ie/market/blennerville-farmers-market/,353863406954,-9.736467,52.256681,Kerry,Blennerville,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Clonmel Market at Dudleys Mill,https://www.iomst.ie/market/clonmel-market-at-dudleys-mills/,353526184444,-7.677566,52.354688,Tipperary,Clonmel,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Donoghues Coaches,http://www.donoghuescoaches.ie/,353469242091,-6.981021,53.8021249,Cavan,,Ireland,"Transport,Coach,Road"
Sightseeing Holidays In Donegal,http://www.real-ireland.com,+00353(0)749548891,-7.31017299050521,55.1915199156836,Donegal,,Republic of Ireland,"Activity Operator,Tour"
Mór Active,http://moractivetours.com,353863890171,-9.5762589,52.0868842,Kerry,Killarney,Ireland,"Climbing,Activity Operator,Cycling,Walking"
Treyvaud's Restaurant,https://treyvaudsrestaurant.com,353646633062,-9.5100836,52.0600482,Kerry,Killarney,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
NU Goldsmith,https://www.nugoldsmith.com/,353872413554,-10.2710396,52.1411118,Kerry,Dingle,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Achill Surf & Adventure Centre,https://achillsurf.com/,353851554376,-10.073069,53.973296,Mayo,,Ireland,"Climbing,Activity Operator,Cycling,Kayaking,Surfing,Walking"
North West Surf School,http://www.nwsurfschool.com,353879595556,-9.096683,54.2124679999999,Sligo,Enniscrone,Ireland,"Surfing,Activity Operator"
Offshore Watersports,http://www.offshore.ie,353719194769,-8.447162,54.4663,Sligo,Mullaghmore,Ireland,"Fishing,Angling,Activity Operator"
Nuremore Golf Course,http://www.nuremore.com,353429661438,-6.69862669999999,53.9633462,Monaghan,Carrickmacross,Ireland,"Golf Course,Golf"
Tulfarris Hotel Golf Course,https://www.tulfarrishotel.com/golf,35345867609,-6.5586783,53.1248682,Wicklow,Blessington Lakes,Ireland,"Golf Course,Golf,Activity Operator"
Waterford Castle Golf Club,https://www.waterfordcastleresort.com/golf,35351871633,-7.0582456,52.2517433,Waterford,Ballinakill,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Woodstock Golf & Country Club,https://www.hotelwoodstock.ie/golf/woodstock-golf-club,353656899800,-9.0291239,52.8415907,Clare,Ennis,Ireland,"Golf Course,Golf,Activity Operator"
Kilkee Thalassotherapy Centre,http://www.kilkeethalasso.com/welcome.html,353659056742,-9.64507549999999,52.6809673,Clare,,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Patrick Larkin Bar & Lounge,https://www.facebook.com/LarkinsGarrykennedy,353469731594,-7.0511245,53.3432883,Offaly,Edenderry,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Torrinos Italian Restaurant,http://www.torrinos.ie,3539828338,-9.52160069999999,53.7995994,Mayo,Westport,Ireland,"Food and Drink,Restaurant"
Mullichain Café,https://www.facebook.com/mullichaincafe,35351424440,-6.9287735,52.4877231,Carlow,,Ireland,"Food and Drink,Restaurant,Cafe"
Kbowl Family Entertainment Centre,http://www.kbowlkk.ie,+353(0)567788200,-7.244254,52.655356,Kilkenny,Kilkenny City,Republic of Ireland,"Activity Operator,Fast Food,Food and Drink,Restaurant"
The Watershed,http://www.thewatershed.ie,+353(0)567734620,-7.235917,52.63877,Kilkenny,Kilkenny City,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool,Cafe,Food and Drink,Activity Operator"
Killeen Castle Golf Club,https://www.killeencastle.com/,35316893000,-6.5940037,53.5353852999999,Meath,Dunsany,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
L'Athmosphere,http://restaurant-latmosphere.zenchef.com,353890210764,-7.10793819999999,52.2606204,Waterford,,Ireland,"Food and Drink,Restaurant"
Espresso,https://www.facebook.com/EspressoWaterford,35351874141,-7.111104,52.257431,Waterford,,Ireland,"Food and Drink,Restaurant"
Cafe Goa,https://www.cafegoa.ie,35351304970,-7.1153105,52.2628354,Waterford,,Ireland,"Food and Drink,Restaurant"
The Munster Bar,https://www.themunsterbar.com,35351874656,-7.106151,52.2599903,Waterford,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
The Granary Café,http://www.granarycafe.ie/The_Granary_Cafe/Home.html,35351854428,-7.1154262,52.2625375,Waterford,,Ireland,"Food and Drink,Restaurant,Cafe"
Goatsbridge Trout Farm,https://www.facebook.com/goatsbridgetrout,353567724140,-7.17046699999999,52.5063999999999,Kilkenny,Thomastown,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
